"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Teams","1","345","2229647769600","37822464","26857472","18896","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\hybri\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --enable-sandbox --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --launch-time-ticks=27305673 --mojo-platform-channel-handle=2868 --field-trial-handle=1788,i,6287278990449277893,614732088691770297,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=notificationsManager /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","1.078125","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2196","8",,"False","4/19/2023 2:22:13 PM",,"11292",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18896","18896","26857472","26857472","467160","467160","30371840","30371840","69210112","69210112","2229695680512","607653888","True","Normal","26857472","26857472","255","1",,"System.Diagnostics.ProcessThreadCollection","345","2229647769600","559742976","False",,,,"37822464","37822464",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:00.2812500","00:00:01.0781250","00:00:00.7968750","Teams","0","","True",,
"Teams","1","410","2238282641408","275611648","259829760","22816","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\hybri\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --enable-sandbox --ms-allow-videorenderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --launch-time-ticks=27583158 --mojo-platform-channel-handle=3976 --field-trial-handle=1788,i,6287278990449277893,614732088691770297,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=main-renderer --msteams-rendererid=main-renderer /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","2923.71875","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2028","8",,"False","4/19/2023 2:22:13 PM",,"12104",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22816","22816","259829760","259829760","493472","493472","506253312","506253312","603283456","603283456","2238400757760","722796544","True","Normal","259829760","259829760","255","1",,"System.Diagnostics.ProcessThreadCollection","410","2238282641408","604680192","False",,,,"275611648","275611648",,"System.Diagnostics.ProcessModule (Teams.exe)","00:03:57.5937500","00:48:43.7187500","00:44:46.1250000","Teams","0","","True",,
"Teams","1","290","2220832362496","12042240","12734464","17488","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --enable-wer --user-data-dir=""C:\Users\hybri\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --mojo-platform-channel-handle=3992 --field-trial-handle=1788,i,6287278990449277893,614732088691770297,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Teams)","Microsoft Corporation","4.90625","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5232","8",,"False","4/19/2023 2:22:13 PM",,"12124",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17488","17488","12734464","12734464","506512","506512","13000704","13000704","67362816","67362816","2220874395648","376303616","True","Normal","12734464","12734464","255","1",,"System.Diagnostics.ProcessThreadCollection","290","2220832362496","334270464","False",,,,"12042240","12042240",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:03.1406250","00:00:04.9062500","00:00:01.7656250","Teams","0","","True",,
"Teams","1","277","2233923567616","78848000","22859776","16392",,,,,,,,,,"Process",,,"8",,"True",,,"13176",".",,,,"16392","16392","22859776","22859776","460664","460664","23056384","23056384","79044608","79044608","2233924206592","541212672",,,"22859776","22859776",,"1",,"System.Diagnostics.ProcessThreadCollection","277","2233923567616","540573696","False",,,,"78848000","78848000",,,,,,"Teams","0","","True",,
"Teams","1","1234","2230377209856","122834944","136388608","51744","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\hybri\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --launch-time-ticks=30574734 --mojo-platform-channel-handle=3240 --field-trial-handle=1788,i,6287278990449277893,614732088691770297,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=pluginHost /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","431.734375","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4940","8",,"False","4/19/2023 2:22:16 PM",,"14408",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","51744","51744","136388608","136388608","962752","962752","146202624","146202624","178556928","178556928","2230519455744","1431429120","True","Normal","136388608","136388608","255","1",,"System.Diagnostics.ProcessThreadCollection","1234","2230377209856","1289183232","False",,,,"122834944","122834944",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:39.3437500","00:07:11.7343750","00:06:32.3906250","Teams","0","","True",,
"Teams","1","349","2233946402816","160096256","146075648","18464","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --enable-wer --user-data-dir=""C:\Users\hybri\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --enable-sandbox --enable-blink-features --disable-blink-features --ms-allow-videorenderer --ms-allow-video-extensibility --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --launch-time-ticks=31175056 --mojo-platform-channel-handle=4596 --field-trial-handle=1788,i,6287278990449277893,614732088691770297,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --msteams-process-type=experience-renderer /prefetch:1","System.Diagnostics.Process (Teams)","Microsoft Corporation","304.53125","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5684","8",,"False","4/19/2023 2:22:17 PM",,"15204",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18464","18464","146075648","146075648","484544","484544","270790656","270790656","364220416","364220416","2234025693184","642699264","True","Normal","146075648","146075648","255","1",,"System.Diagnostics.ProcessThreadCollection","349","2233946402816","563408896","False",,,,"160096256","160096256",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:21.3125000","00:05:04.5312500","00:04:43.2187500","Teams","0","","True",,
"TextInputHost","1","713","2203785076736","45711360","35893248","29600","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe","""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe"" -ServerName:InputApp.AppXjd5de1g66v206tj52m9d0dtpppx4cgpn.mca",,"Microsoft Corporation","23.234375","121.9202.4105.0","121.9202.4105.0","","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4556","8",,"False","4/20/2023 5:17:25 PM",,"24692",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29600","29600","35893248","35893248","646048","646048","37736448","37736448","53465088","53465088","2203792424960","474202112","True","Normal","35893248","35893248","255","1",,"System.Diagnostics.ProcessThreadCollection","713","2203785076736","466853888","False",,,,"45711360","45711360",,"System.Diagnostics.ProcessModule (TextInputHost.exe)","00:00:15.4531250","00:00:23.2343750","00:00:07.7812500","TextInputHost","197594","Microsoft Text Input Application","True",,
"TiWorker","0","174","2203445055488","30711808","22892544","58880",,,,,,,,,,"Process",,,"8",,,,,"9792",".",,,,"58880","58880","22892544","22892544","101200","101200","23105536","23105536","30765056","30765056","2203450093568","131870720",,,"22892544","22892544",,"0",,"System.Diagnostics.ProcessThreadCollection","174","2203445055488","126832640","False",,,,"30711808","30711808",,,,,,"TiWorker","0","","True",,
"TrustedInstaller","0","134","2203388751872","7749632","1941504","8560",,,,,,,,,,"Process",,,"8",,,,,"11724",".",,,,"8560","8560","1941504","1941504","66144","66144","2138112","2138112","7835648","7835648","2203390332928","72110080",,,"1941504","1941504",,"0",,"System.Diagnostics.ProcessThreadCollection","134","2203388751872","70529024","False",,,,"7749632","7749632",,,,,,"TrustedInstaller","0","","True",,
"unsecapp","0","125","2203388977152","3362816","1810432","8560",,,,,,,,,,"Process",,,"8",,,,,"5720",".",,,,"8560","8560","1810432","1810432","68776","68776","1818624","1818624","7094272","7094272","2203391115264","72892416",,,"1810432","1810432",,"0",,"System.Diagnostics.ProcessThreadCollection","125","2203388977152","70754304","False",,,,"3362816","3362816",,,,,,"unsecapp","0","","True",,
"UserOOBEBroker","1","131","2203416698880","4911104","2277376","10328","C:\Windows\System32\oobe\UserOOBEBroker.exe","C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding",,"Microsoft Corporation","2.140625","10.0.19041.2486 (WinBuild.160101.0800)","10.0.19041.2486","User OOBE Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5140","8",,"False","4/19/2023 2:24:34 PM",,"19412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10328","10328","2277376","2277376","125576","125576","2392064","2392064","10166272","10166272","2203419860992","101638144","True","Normal","2277376","2277376","255","1",,"System.Diagnostics.ProcessThreadCollection","131","2203416698880","98476032","False",,,,"4911104","4911104",,"System.Diagnostics.ProcessModule (UserOOBEBroker.exe)","00:00:01.0156250","00:00:02.1406250","00:00:01.1250000","UserOOBEBroker","0","","True",,
"Video.UI","1","584","2204356521984","13373440","39645184","36600","C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.22091.10031.0_x64__8wekyb3d8bbwe\Video.UI.exe","""C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.22091.10031.0_x64__8wekyb3d8bbwe\Video.UI.exe"" -ServerName:Microsoft.ZuneVideo.AppX758ya5sqdjd98rx6z7g95nw6jy7bqx9y.mca",,"Microsoft Corporation","0.53125","10.22091.1003.00000","10.22091.100300000-2209","Video Application","Entertainment Platform","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5124","8",,"False","4/19/2023 2:51:58 PM",,"7492",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36600","36600","39645184","39645184","615352","615352","41615360","41615360","59056128","59056128","2204359667712","1041444864","True","Normal","39645184","39645184","255","1",,"System.Diagnostics.ProcessThreadCollection","584","2204356521984","1038299136","False",,,,"13373440","13373440",,"System.Diagnostics.ProcessModule (Video.UI.exe)","00:00:00.3125000","00:00:00.5312500","00:00:00.2187500","Video.UI","0","","True",,
"warp-svc","0","259","4516298752","45064192","30318592","15128",,,,,,,,,,"Process",,,"8",,,,,"9636",".",,,,"15128","15128","30318592","30318592","168288","168288","30420992","30420992","45105152","45105152","4579213312","284246016",,,"30318592","30318592",,"0",,"System.Diagnostics.ProcessThreadCollection","259","4516298752","221331456","False",,,,"45064192","45064192",,,,,,"warp-svc","0","","True",,
"wininit","0","165","2203387961344","1871872","1548288","11240",,,,,,,,,,"Process",,,"13",,,,,"740",".",,,,"11240","11240","1548288","1548288","77280","77280","2084864","2084864","7548928","7548928","2203400544256","82321408",,,"1548288","1548288",,"0",,"System.Diagnostics.ProcessThreadCollection","165","2203387961344","69738496","False",,,,"1871872","1871872",,,,,,"wininit","0","","True",,
"winlogon","1","281","2203421278208","6778880","3022848","12344",,,,,,,,,,"Process",,,"13",,,,,"1072",".",,,,"12344","12344","3022848","3022848","149752","149752","3960832","3960832","33058816","33058816","2203443716096","125493248",,,"3022848","3022848",,"1",,"System.Diagnostics.ProcessThreadCollection","281","2203421278208","103055360","False",,,,"6778880","6778880",,,,,,"winlogon","0","","True",,
"WINWORD","1","1768","2204411105280","185712640","140107776","63672","C:\Program Files\Microsoft Office\Root\Office16\WINWORD.EXE","""C:\Program Files\Microsoft Office\Root\Office16\WINWORD.EXE"" -Embedding",,"Microsoft Corporation","116.0625","16.0.16227.20280","16.0.16227.20280","Microsoft Word","Microsoft Office","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6012","8",,"False","4/21/2023 4:38:24 PM",,"3688",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","63672","63672","140107776","140107776","2398496","2398496","143589376","143589376","188313600","188313600","2204433379328","1115156480","True","Normal","140107776","140107776","255","1",,"System.Diagnostics.ProcessThreadCollection","1768","2204411105280","1092882432","False",,,,"185712640","185712640",,"System.Diagnostics.ProcessModule (WINWORD.EXE)","00:01:12.8125000","00:01:56.0625000","00:00:43.2500000","WINWORD","0","","True",,
"wlanext","0","131","2203390779392","2699264","1609728","7744",,,,,,,,,,"Process",,,"8",,,,,"5192",".",,,,"7744","7744","1609728","1609728","75800","75800","1695744","1695744","6799360","6799360","2203394236416","76013568",,,"1609728","1609728",,"0",,"System.Diagnostics.ProcessThreadCollection","131","2203390779392","72556544","False",,,,"2699264","2699264",,,,,,"wlanext","0","","True",,
"WmiPrvSE","0","272","2203432841216","16150528","9498624","15144",,,,,,,,,,"Process",,,"8",,,,,"2920",".",,,,"15144","15144","9498624","9498624","147552","147552","13033472","13033472","20287488","20287488","2203456557056","138334208",,,"9498624","9498624",,"0",,"System.Diagnostics.ProcessThreadCollection","272","2203432841216","114618368","False",,,,"16150528","16150528",,,,,,"WmiPrvSE","0","","True",,
"WmiPrvSE","0","259","2203405991936","12705792","4661248","11688",,,,,,,,,,"Process",,,"8",,,,,"25212",".",,,,"11688","11688","4661248","4661248","90184","90184","7565312","7565312","14557184","14557184","2203413417984","95195136",,,"4661248","4661248",,"0",,"System.Diagnostics.ProcessThreadCollection","259","2203405991936","87769088","False",,,,"12705792","12705792",,,,,,"WmiPrvSE","0","","True",,
